,id,party,party_name,party_id,position,eu_salience,eu_dissent,eu_blur,lrecon,lrecon_blur,lrecon_dissent,lrecon_salience,galtan,galtan_blur,galtan_dissent,galtan_salience,lrgen,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,redistribution,redist_salience,environment,enviro_salience,spendvtax,deregulation,econ_interven,civlib_laworder,sociallifestyle,religious_principles,ethnic_minorities,nationalism,urban_rural,protectionism,regions,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,eu_cohesion,eu_foreign,eu_intmark,eu_budgets,eu_asylum,party_a_econ,party_b_econ,party_c_econ,gender,dob,lrecon_self,galtan_self,cname,eu_position_sd,lrecon_sd,galtan_sd,eu_econ_require,eu_political_require,eu_googov_require
0,1,1,GERB,2010,7.0,9.0,1.0,,5,,1.0,10.0,6,,5.0,5.0,5.0,7.0,5.0,1.0,5.0,5.0,1.0,8.0,9.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,4.0,1,5.0,1.0,5.0,9.0,7.0,7.0,7.0,7.0,4.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
1,1,2,BSP,2003,5.0,6.0,4.0,,3,,5.0,7.0,9,,5.0,8.0,,5.0,5.0,5.0,5.0,7.0,5.0,1.0,10.0,5.0,5.0,2.0,3.0,0.0,7.0,8.0,4.0,5.0,7.0,7.0,9.0,9.0,2.0,1,9.0,9.0,5.0,7.0,7.0,4.0,3.0,3.0,4.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
2,1,3,DPS,2004,7.0,9.0,2.0,,5,,1.0,9.0,5,,2.0,8.0,4.0,3.0,5.0,1.0,5.0,8.0,1.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,7.0,9.0,9.0,2.0,0,5.0,9.0,5.0,9.0,7.0,6.0,7.0,7.0,6.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
3,1,4,Volya,2017,3.0,6.0,4.0,,7,,5.0,9.0,9,,2.0,8.0,6.0,6.0,5.0,1.0,5.0,8.0,1.0,8.0,10.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,5.0,9.0,7.0,2.0,9.0,9.0,2.0,1,2.0,9.0,5.0,9.0,7.0,4.0,7.0,4.0,3.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
4,1,5,NFSB,2014,3.0,6.0,4.0,,7,,5.0,5.0,9,,2.0,8.0,6.0,10.0,10.0,1.0,5.0,8.0,1.0,8.0,6.0,5.0,5.0,7.0,4.0,2.0,9.0,8.0,6.0,9.0,7.0,5.0,9.0,9.0,7.0,4,2.0,9.0,7.0,9.0,7.0,5.0,7.0,5.0,3.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
5,1,6,Ataka,2007,3.0,6.0,4.0,,3,,5.0,5.0,9,,2.0,8.0,8.0,10.0,10.0,1.0,10.0,8.0,1.0,8.0,10.0,5.0,5.0,7.0,4.0,2.0,9.0,8.0,6.0,9.0,7.0,2.0,9.0,9.0,2.0,4,6.0,9.0,7.0,9.0,6.0,3.0,3.0,3.0,2.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
6,1,7,BMRO,2005,5.0,6.0,2.0,,4,,5.0,5.0,9,,2.0,8.0,6.0,10.0,10.0,1.0,10.0,8.0,1.0,8.0,10.0,6.0,7.0,7.0,4.0,2.0,9.0,8.0,6.0,9.0,7.0,2.0,9.0,9.0,7.0,2,4.0,9.0,,9.0,7.0,3.0,5.0,4.0,3.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
7,1,8,DB,2018,7.0,10.0,0.0,,9,,0.0,9.0,1,,1.0,9.0,9.0,2.0,3.0,5.0,1.0,5.0,1.0,6.0,3.0,2.0,9.0,9.0,9.0,10.0,0.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,9.0,1,4.0,5.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
8,1,9,DSB,2008,7.0,10.0,0.0,,9,,0.0,9.0,1,,1.0,9.0,9.0,2.0,3.0,5.0,1.0,5.0,1.0,6.0,3.0,2.0,9.0,9.0,9.0,10.0,0.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,9.0,1,4.0,5.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
9,1,10,Slavi Trifonov,2019,6.0,9.0,1.0,,5,,5.0,5.0,5,,1.0,5.0,5.0,,,,3.0,5.0,1.0,,,,,9.0,,10.0,,5.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,1,9.0,9.0,1.0,9.0,7.0,6.0,7.0,6.0,4.0,3.0,9,6.0,1.0,1948.0,9.0,3.0,,,,,,,
10,2,1,GERB,2010,5.0,7.0,3.0,,5,,2.0,8.0,8,2.0,,8.0,5.0,8.0,9.0,1.0,8.0,4.0,1.0,6.0,6.0,7.0,5.0,5.0,4.0,2.0,8.0,8.0,8.0,5.0,7.0,2.0,7.0,9.0,3.0,2,5.0,8.0,5.0,9.0,7.0,5.0,6.0,,2.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
11,2,2,BSP,2003,3.0,6.0,7.0,,5,,3.0,8.0,8,1.0,,9.0,4.0,8.0,8.0,2.0,8.0,4.0,1.0,5.0,7.0,7.0,5.0,5.0,2.0,2.0,8.0,8.0,8.0,6.0,8.0,3.0,8.0,9.0,2.0,2,6.0,9.0,7.0,6.0,7.0,3.0,5.0,3.0,1.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
12,2,3,DPS,2004,5.0,6.0,0.0,,5,,0.0,6.0,8,4.0,,6.0,5.0,7.0,6.0,1.0,5.0,2.0,0.0,6.0,5.0,7.0,3.0,5.0,5.0,4.0,7.0,6.0,,3.0,5.0,5.0,7.0,4.0,,4,5.0,4.0,4.0,10.0,7.0,4.0,6.0,,,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
13,2,4,Volya,2017,2.0,4.0,1.0,,6,,0.0,5.0,8,3.0,,7.0,6.0,8.0,6.0,0.0,7.0,2.0,0.0,6.0,5.0,7.0,3.0,6.0,6.0,4.0,8.0,8.0,,5.0,7.0,3.0,8.0,,2.0,2,6.0,8.0,7.0,10.0,,2.0,3.0,2.0,2.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
14,2,5,NFSB,2014,3.0,4.0,2.0,,4,,1.0,7.0,9,0.0,,10.0,9.0,10.0,9.0,0.0,10.0,8.0,0.0,4.0,7.0,10.0,7.0,5.0,3.0,1.0,10.0,10.0,7.0,9.0,10.0,3.0,10.0,9.0,8.0,9,7.0,9.0,6.0,10.0,,2.0,2.0,2.0,1.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
15,2,6,Ataka,2007,1.0,7.0,0.0,,2,,0.0,8.0,10,0.0,,10.0,10.0,10.0,10.0,0.0,10.0,9.0,0.0,1.0,10.0,8.0,6.0,4.0,2.0,0.0,10.0,10.0,9.0,10.0,10.0,4.0,10.0,9.0,2.0,10,10.0,10.0,9.0,10.0,,1.0,1.0,1.0,1.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
16,2,7,BMRO,2005,3.0,5.0,2.0,,5,,1.0,7.0,9,0.0,,10.0,9.0,10.0,10.0,0.0,10.0,9.0,0.0,4.0,7.0,10.0,7.0,5.0,3.0,1.0,10.0,10.0,8.0,10.0,10.0,2.0,9.0,9.0,5.0,10,9.0,8.0,7.0,10.0,,2.0,2.0,2.0,1.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
17,2,8,DB,2018,7.0,8.0,3.0,,8,,3.0,9.0,2,2.0,,8.0,6.0,5.0,6.0,2.0,4.0,5.0,1.0,5.0,6.0,4.0,9.0,5.0,5.0,6.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,10.0,5,5.0,6.0,10.0,4.0,7.0,7.0,7.0,6.0,5.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
18,2,9,DSB,2008,6.0,7.0,3.0,,8,,3.0,9.0,3,2.0,,8.0,7.0,6.0,6.0,1.0,5.0,5.0,1.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,4.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,10.0,5,5.0,6.0,10.0,4.0,7.0,6.0,7.0,6.0,5.0,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
19,2,10,Slavi Trifonov,2019,5.0,3.0,,,5,,,8.0,8,2.0,,8.0,,7.0,3.0,,8.0,1.0,,3.0,7.0,7.0,3.0,4.0,4.0,2.0,8.0,7.0,7.0,7.0,8.0,3.0,7.0,8.0,,,10.0,10.0,10.0,10.0,,,,,,3.0,9,6.0,2.0,1972.0,7.0,3.0,,,,,,,
20,3,1,GERB,2010,7.0,9.0,4.0,,7,7,,10.0,5,,4.0,4.0,7.0,5.0,3.0,6.0,5.0,,3.0,5.0,4.0,2.0,5.0,5.0,6.0,4.0,8.0,,6.0,5.0,6.0,3.0,4.0,7.0,9.0,2,8.0,2.0,3.0,9.0,7.0,6.0,6.0,5.0,5.0,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
21,3,2,BSP,2003,5.0,7.0,6.0,,4,9,,9.0,7,,5.0,7.0,4.0,6.0,6.0,7.0,6.0,,5.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,7.0,,4.0,5.0,7.0,4.0,5.0,7.0,2.0,3,,7.0,7.0,7.0,7.0,5.0,5.0,3.0,4.0,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
22,3,3,DPS,2004,6.0,8.0,,,7,6,,,7,,,6.0,6.0,4.0,4.0,,,,,5.0,,1.0,0.0,,,,,,7.0,0.0,5.0,7.0,5.0,2.0,7.0,0,,2.0,1.0,10.0,7.0,5.0,5.0,4.0,4.0,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
23,3,4,Volya,2017,,,,,3,8,,,9,,,9.0,4.0,10.0,10.0,,,,,4.0,,,0.0,,,3.0,9.0,,,9.0,10.0,,9.0,,,6,9.0,8.0,8.0,8.0,,,,,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
24,3,5,NFSB,2014,7.0,9.0,,,5,,,,4,,,,7.0,,,,,,,,,,0.0,,,7.0,,,,,3.0,,3.0,,9.0,,,,,,,,7.0,,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
25,3,6,Ataka,2007,3.0,5.0,,,2,,,,9,,,9.0,4.0,10.0,10.0,,,,2.0,3.0,,,2.0,,3.0,2.0,9.0,9.0,,10.0,10.0,,10.0,,1.0,9,10.0,9.0,7.0,7.0,,2.0,,2.0,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
26,3,7,BMRO,2005,,5.0,,,3,,,,9,,,9.0,3.0,10.0,10.0,,,,2.0,3.0,,,2.0,,3.0,2.0,9.0,10.0,,9.0,10.0,6.0,9.0,,,,7.0,7.0,6.0,8.0,,4.0,,3.0,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
27,3,8,DB,2018,6.0,9.0,3.0,,7,4,,9.0,5,,,2.0,7.0,5.0,4.0,,4.0,,3.0,6.0,,7.0,8.0,4.0,7.0,8.0,3.0,9.0,0.0,4.0,2.0,3.0,1.0,1.0,9.0,0,2.0,0.0,10.0,9.0,6.0,5.0,7.0,,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
28,3,9,DSB,2008,7.0,8.0,3.0,,9,4,,9.0,6,,,3.0,8.0,6.0,5.0,,6.0,,3.0,7.0,,5.0,6.0,5.0,7.0,9.0,5.0,9.0,7.0,6.0,6.0,,2.0,,9.0,3,1.0,1.0,8.0,9.0,6.0,4.0,7.0,,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
29,3,10,Slavi Trifonov,2019,,,,,,10,,,,,,9.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,10.0,,10.0,,,,,,2.0,10,5.0,1.0,1965.0,7.0,3.0,,,,,,,
30,4,1,GERB,2010,6.0,8.0,4.0,,4,7,,6.0,6,,7.0,3.0,4.0,7.0,5.0,5.0,6.0,4.0,4.0,3.0,2.0,6.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,6.0,6.0,5.0,4.0,7.0,6.0,2,5.0,2.0,3.0,10.0,7.0,5.0,7.0,5.0,4.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
31,4,2,BSP,2003,5.0,6.0,8.0,,3,7,,7.0,7,,7.0,6.0,2.0,8.0,6.0,5.0,8.0,3.0,6.0,1.0,1.0,7.0,3.0,5.0,2.0,3.0,6.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,2,6.0,6.0,2.0,6.0,6.0,3.0,6.0,5.0,4.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
32,4,3,DPS,2004,6.0,8.0,1.0,,2,4,,7.0,4,,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,7.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,1.0,7.0,6.0,7.0,8.0,6.0,4,3.0,2.0,1.0,10.0,7.0,4.0,6.0,5.0,4.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
33,4,4,Volya,2017,3.0,4.0,5.0,,0,9,,6.0,7,,6.0,4.0,1.0,3.0,2.0,4.0,6.0,4.0,3.0,0.0,1.0,8.0,3.0,3.0,2.0,1.0,5.0,6.0,,6.0,7.0,4.0,6.0,6.0,5.0,1,8.0,8.0,2.0,7.0,4.0,,5.0,4.0,4.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
34,4,5,NFSB,2014,3.0,5.0,3.0,,3,6,,4.0,8,,2.0,8.0,8.0,9.0,8.0,2.0,9.0,8.0,2.0,3.0,3.0,9.0,2.0,4.0,2.0,1.0,8.0,8.0,5.0,10.0,9.0,6.0,8.0,7.0,6.0,6,7.0,2.0,2.0,8.0,6.0,3.0,5.0,4.0,3.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
35,4,6,Ataka,2007,2.0,3.0,2.0,,1,9,,2.0,10,,1.0,9.0,9.0,10.0,8.0,1.0,10.0,6.0,1.0,0.0,3.0,8.0,1.0,,1.0,1.0,7.0,10.0,7.0,10.0,10.0,,9.0,7.0,8.0,7,7.0,8.0,0.0,10.0,,2.0,2.0,2.0,1.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
36,4,7,BMRO,2005,2.0,3.0,0.0,,2,5,,2.0,10,,0.0,9.0,10.0,10.0,9.0,0.0,10.0,8.0,0.0,2.0,3.0,8.0,1.0,4.0,1.0,1.0,9.0,10.0,7.0,10.0,10.0,7.0,9.0,7.0,7.0,8,8.0,8.0,1.0,9.0,5.0,1.0,2.0,1.0,1.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
37,4,8,DB,2018,7.0,10.0,3.0,,7,3,,7.0,3,,7.0,8.0,5.0,1.0,6.0,6.0,2.0,6.0,4.0,6.0,7.0,2.0,7.0,3.0,6.0,6.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,7.0,1,3.0,3.0,10.0,3.0,7.0,7.0,7.0,5.0,5.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
38,4,9,DSB,2008,7.0,10.0,2.0,,9,3,,7.0,4,,7.0,6.0,7.0,4.0,5.0,4.0,4.0,6.0,3.0,7.0,8.0,5.0,5.0,7.0,8.0,7.0,2.0,3.0,0.0,4.0,2.0,1.0,2.0,0.0,7.0,1,1.0,2.0,9.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
39,4,10,Slavi Trifonov,2019,4.0,4.0,,,3,,,2.0,,,,,,,,,6.0,,,,,,1.0,2.0,3.0,,4.0,5.0,,6.0,7.0,4.0,6.0,,,,10.0,9.0,8.0,4.0,,,5.0,,,4.0,8,6.0,1.0,1981.0,5.0,3.0,,,,,,,
40,5,1,GERB,2010,6.0,7.0,2.0,,6,7,,8.0,5,7.0,,6.0,6.0,5.0,5.0,2.0,4.0,5.0,3.0,6.0,3.0,5.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,4.0,4,3.0,0.0,6.0,9.0,6.0,5.0,6.0,5.0,5.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
41,5,2,BSP,2003,5.0,6.0,2.0,,3,6,,8.0,4,6.0,,4.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,8.0,6.0,3.0,2.0,3,5.0,1.0,7.0,8.0,5.0,4.0,5.0,5.0,5.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
42,5,3,DPS,2004,6.0,6.0,2.0,,6,7,,8.0,5,6.0,,5.0,5.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,8.0,6.0,3.0,2.0,1,4.0,1.0,6.0,9.0,6.0,5.0,6.0,5.0,5.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
43,5,4,Volya,2017,4.0,5.0,,,,8,,8.0,7,3.0,,7.0,6.0,6.0,6.0,2.0,7.0,6.0,3.0,7.0,5.0,,,7.0,,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,6,8.0,6.0,6.0,8.0,5.0,3.0,4.0,3.0,3.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
44,5,5,NFSB,2014,4.0,4.0,,,8,7,,6.0,9,0.0,,10.0,9.0,8.0,8.0,1.0,8.0,7.0,2.0,7.0,6.0,,,6.0,,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,2.0,2.0,8,7.0,6.0,6.0,9.0,3.0,2.0,,3.0,1.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
45,5,6,Ataka,2007,3.0,3.0,2.0,,9,6,,6.0,10,0.0,,10.0,10.0,10.0,9.0,1.0,9.0,8.0,1.0,8.0,7.0,,,8.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,3.0,2.0,8,8.0,7.0,7.0,9.0,2.0,2.0,2.0,,1.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
46,5,7,BMRO,2005,4.0,4.0,,,8,7,,6.0,10,0.0,,10.0,9.0,9.0,9.0,1.0,9.0,8.0,1.0,8.0,7.0,,,,,6.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,3.0,2.0,8,8.0,6.0,7.0,9.0,3.0,2.0,2.0,2.0,1.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
47,5,8,DB,2018,6.0,7.0,2.0,,7,6,,7.0,7,3.0,,6.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,8.0,3,5.0,7.0,8.0,7.0,5.0,5.0,6.0,5.0,5.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
48,5,9,DSB,2008,6.0,7.0,2.0,,7,6,,7.0,8,2.0,,6.0,7.0,6.0,6.0,2.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,7.0,5,4.0,4.0,7.0,8.0,5.0,5.0,5.0,5.0,5.0,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
49,5,10,Slavi Trifonov,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9,5.0,1.0,1981.0,7.0,4.0,,,,,,,
50,6,1,GERB,2010,7.0,10.0,,1.0,8,2,,9.0,7,,5.0,4.0,7.0,9.0,8.0,1.0,9.0,3.0,1.0,7.0,3.0,7.0,2.0,5.0,6.0,4.0,6.0,4.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,4,3.0,3.0,3.0,10.0,7.0,5.0,6.0,5.0,5.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
51,6,2,BSP,2003,6.0,5.0,,7.0,2,4,,7.0,8,,6.0,8.0,3.0,10.0,9.0,1.0,10.0,4.0,2.0,0.0,9.0,8.0,3.0,1.0,1.0,0.0,8.0,10.0,8.0,8.0,8.0,1.0,10.0,4.0,1.0,7,6.0,8.0,9.0,7.0,7.0,2.0,3.0,2.0,2.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
52,6,3,DPS,2004,7.0,8.0,,2.0,6,1,,8.0,3,,0.0,7.0,6.0,8.0,5.0,0.0,5.0,1.0,0.0,5.0,5.0,7.0,2.0,6.0,9.0,7.0,2.0,1.0,3.0,0.0,3.0,4.0,3.0,2.0,5.0,0,1.0,0.0,0.0,10.0,7.0,5.0,7.0,3.0,6.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
53,6,4,Volya,2017,4.0,4.0,,5.0,7,5,,4.0,8,,1.0,4.0,6.0,10.0,9.0,0.0,9.0,2.0,0.0,2.0,1.0,8.0,,7.0,9.0,8.0,9.0,7.0,8.0,,9.0,2.0,7.0,,,,10.0,10.0,9.0,10.0,5.0,1.0,2.0,2.0,2.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
54,6,5,NFSB,2014,7.0,6.0,,2.0,7,2,,5.0,8,,0.0,5.0,7.0,10.0,9.0,0.0,10.0,4.0,0.0,7.0,1.0,8.0,2.0,4.0,8.0,8.0,9.0,9.0,7.0,10.0,9.0,3.0,6.0,6.0,10.0,9,5.0,6.0,7.0,10.0,7.0,3.0,5.0,5.0,2.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
55,6,6,Ataka,2007,2.0,1.0,,1.0,2,1,,6.0,9,,0.0,7.0,2.0,10.0,10.0,0.0,10.0,9.0,0.0,0.0,7.0,9.0,8.0,1.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,7.0,1.0,10,9.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
56,6,7,BMRO,2005,6.0,7.0,,,7,,,3.0,10,,0.0,10.0,6.0,10.0,10.0,0.0,10.0,10.0,0.0,6.0,2.0,9.0,8.0,7.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,2.0,9.0,7.0,2.0,10,8.0,7.0,6.0,8.0,7.0,3.0,5.0,3.0,2.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
57,6,8,DB,2018,7.0,10.0,,0.0,7,6,,5.0,1,,4.0,9.0,6.0,9.0,5.0,2.0,5.0,2.0,4.0,4.0,6.0,3.0,10.0,4.0,8.0,7.0,3.0,1.0,2.0,4.0,2.0,10.0,2.0,0.0,10.0,2,6.0,2.0,10.0,1.0,4.0,6.0,7.0,6.0,5.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
58,6,9,DSB,2008,7.0,10.0,,0.0,8,3,,5.0,6,,2.0,8.0,8.0,9.0,6.0,1.0,7.0,4.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,6.0,10.0,5.0,0.0,10.0,4,6.0,2.0,10.0,5.0,3.0,6.0,7.0,4.0,3.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
59,6,10,Slavi Trifonov,2019,,,,10.0,,10,,,,,,,,10.0,,,10.0,,,,,,,,,,,10.0,,,,,,,,,10.0,10.0,10.0,10.0,,1.0,,1.0,1.0,2.0,10,6.0,1.0,1970.0,6.0,2.0,,,,,,,
60,7,1,GERB,2010,7.0,8.0,,0.0,5,,0.0,8.0,2,,1.0,3.0,6.0,9.0,5.0,0.0,9.0,2.0,0.0,6.0,7.0,9.0,0.0,5.0,9.0,10.0,8.0,9.0,6.0,5.0,5.0,1.0,1.0,3.0,5.0,2,0.0,1.0,6.0,5.0,7.0,5.0,7.0,5.0,2.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
61,7,2,BSP,2003,5.0,4.0,,1.0,1,,1.0,10.0,5,,1.0,4.0,2.0,9.0,5.0,0.0,9.0,2.0,0.0,1.0,10.0,7.0,1.0,0.0,2.0,3.0,7.0,10.0,4.0,7.0,7.0,5.0,6.0,5.0,0.0,5,0.0,2.0,2.0,3.0,7.0,3.0,5.0,5.0,1.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
62,7,3,DPS,2004,6.0,3.0,,1.0,2,,0.0,8.0,10,,0.0,4.0,3.0,9.0,5.0,0.0,7.0,2.0,0.0,3.0,8.0,7.0,3.0,2.0,3.0,3.0,3.0,10.0,9.0,0.0,5.0,7.0,5.0,0.0,1.0,10,0.0,0.0,2.0,10.0,7.0,6.0,6.0,5.0,2.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
63,7,4,Volya,2017,3.0,6.0,,1.0,6,,1.0,7.0,9,,0.0,2.0,5.0,9.0,6.0,0.0,9.0,3.0,0.0,5.0,7.0,8.0,0.0,4.0,7.0,8.0,9.0,10.0,9.0,9.0,10.0,3.0,8.0,5.0,1.0,5,9.0,10.0,2.0,10.0,,2.0,,1.0,1.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
64,7,5,NFSB,2014,1.0,9.0,,0.0,1,,2.0,4.0,10,,0.0,9.0,1.0,10.0,10.0,0.0,10.0,1.0,0.0,2.0,8.0,,0.0,1.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,,1.0,10,10.0,10.0,0.0,10.0,,1.0,,1.0,1.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
65,7,6,Ataka,2007,1.0,9.0,,0.0,1,,0.0,4.0,10,,0.0,9.0,1.0,10.0,10.0,0.0,10.0,1.0,0.0,2.0,8.0,,0.0,1.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,,1.0,10,10.0,10.0,0.0,10.0,,1.0,,1.0,1.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
66,7,7,BMRO,2005,1.0,9.0,,0.0,1,,0.0,4.0,10,,0.0,9.0,1.0,10.0,10.0,0.0,10.0,1.0,0.0,2.0,8.0,,0.0,1.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,,1.0,10,10.0,10.0,0.0,10.0,,1.0,,1.0,1.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
67,7,8,DB,2018,,,,1.0,7,,2.0,7.0,1,,1.0,3.0,7.0,8.0,5.0,0.0,7.0,3.0,0.0,5.0,6.0,,0.0,6.0,8.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,5.0,,5.0,,5.0,2.0,2.0,7,3.0,1.0,1974.0,3.0,1.0,,,,,,,
